letter,question,answer,difficulty
د,ناقل عصبي ومادة كيميائية في الدماغ تلعب دوراً رئيسياً في الشعور بالمتعة والمكافأة؟,دوبامين,صعب
د,أقدم مدينة مأهولة باستمرار في العالم وكانت عاصمة للدولة الأموية؟,دمشق,صعب
ذ,نوع من ذاكرة الحاسوب تستخدم لتخزين البيانات التي يحتاجها المعالج بشكل مؤقت وسريع؟,ذاكرة وصول عشوائي,صعب
ذ,أصغر وحدة بناء للمادة وتتكون من نواة تحتوي على بروتونات ونيوترونات وتدور حولها إلكترونات؟,ذرة,صعب
ر,الظاهرة البرازيلية الذي فاز بكأس العالم مرتين ولعب لقطبي إسبانيا وقطبي إيطاليا؟,رونالدو,صعب
ر,جهاز شبكي يقوم بتوجيه حزم البيانات بين شبكات الكمبيوتر المختلفة ويوفر الاتصال بالإنترنت؟,راوتر,صعب
ر,ملك إنجليزي اشتهر بشجاعته وقاد الحملة الصليبية الثالثة ضد صلاح الدين الأيوبي؟,ريتشارد قلب الأسد,صعب
ر,آلة ميكانيكية قادرة على أداء سلسلة من المهام المعقدة بشكل تلقائي وقابلة للبرمجة؟,روبوت,صعب
ز,أسطورة فرنسية من أصول جزائرية قاد منتخب بلاده للفوز بكأس العالم 1998 كلاعب وحقق الأبطال كمدرب؟,زيدان,صعب
ز,اهتزازات مفاجئة في القشرة الأرضية ناتجة عن تحرر الطاقة المخزنة في الصخور؟,زلازل,صعب
ز,أرخبيل جزر يقع في المحيط الهندي يتبع لتنزانيا وكان يوماً ما سلطنة عربية قوية؟,زنجبار,صعب
س,الملعب الأسطوري الخاص بنادي ريال مدريد الإسباني وسمي باسم أحد رؤساء النادي التاريخيين؟,سانتياغو برنابيو,صعب
س,المصطلح الإنجليزي الذي يطلق على الخادم في لغة التقنية والشبكات؟,سيرفر,صعب
س,فيلسوف يوناني كلاسيكي يعتبر أحد مؤسسي الفلسفة الغربية وحُكم عليه بالإعدام بشرب السم؟,سقراط,صعب
س,عنصر كيميائي شبه فلزي يعتبر المادة الأساسية في صناعة الرقائق الإلكترونية وأشباه الموصلات؟,سيلكون,صعب
ش,المهاجم الأوكراني الأسطوري الذي تألق مع نادي ميلان الإيطالي وحاز على الكرة الذهبية عام 2004؟,شيفشينكو,صعب
ش,نظام من المستندات المترابطة التي يمكن الوصول إليها عبر الإنترنت وتعرف اختصاراً بـ WWW؟,شبكة عنكبوتية,صعب
ش,عالم فيزياء نمساوي شهير بتجربته الذهنية المفارقة التي تتضمن قطة في صندوق لإثبات ميكانيكا الكم؟,شرودنغر,صعب
ش,مدينة أمريكية تقع على بحيرة ميشيغان وتلقب بمدينة الرياح؟,شيكاغو,صعب
ص,المحافظة العراقية التي تقع فيها مدينة تكريت ومسقط رأس القائد الأيوبي الشهير؟,صلاح الدين,صعب
ص,قطع ضخمة من الغلاف الصخري للأرض تتحرك ببطء وتسبب تشكل الجبال والزلازل؟,صفائح تكتونية,صعب
ض,قوة دفع الدم على جدران الأوعية الدموية أثناء دورانه في الجسم؟,ضغط الدم,صعب
ض,إشعاع كهرومغناطيسي يمكن إدراكه بالعين البشرية ويسير في الفراغ بسرعة هائلة جداً؟,ضوء,صعب
ط,عاصمة اليابان وأكبر منطقة حضرية في العالم من حيث عدد السكان؟,طوكيو,صعب
ط,الطاقة المستمدة من الموارد الطبيعية التي تتجدد باستمرار مثل ضوء الشمس والرياح؟,طاقة متجددة,صعب
ظ,الارتفاع التدريجي في درجة حرارة الطبقة السفلى القريبة من سطح الأرض بسبب الغازات الدفيئة؟,ظاهرة الاحتباس الحراري,صعب
ظ,حيوانات ثديية رشيقة من فصيلة البقريات تعيش في السهول والصحاري وتشتهر بجمال عيونها؟,ظباء,صعب
ع,منظمة دولية تأسست بعد الحرب العالمية الأولى بهدف حفظ السلام العالمي وسبقت الأمم المتحدة؟,عصبة الأمم,صعب
ع,معرف رقمي فريد يتم تعيينه لكل جهاز متصل بشبكة كمبيوتر تستخدم بروتوكول الإنترنت للاتصال؟,عناوين بروتوكول الإنترنت,صعب
ع,فارس وشاعر عربي من العصر الجاهلي اشتهر بقصة حبه لابنة عمه عبلة؟,عنترة بن شداد,صعب
غ,بطل عالمي سابق في الشطرنج ويعتبر من أعظم اللاعبين في تاريخ اللعبة وخاض مباراة شهيرة ضد حاسوب ديب بلو؟,غاري كاسباروف,صعب
غ,طبقة رقيقة من الغازات تحيط بالكرة الأرضية وتحميها من الإشعاعات الشمسية الضارة؟,غلاف جوي,صعب
غ,زعيم هندي قاد حركة استقلال بلاده عن بريطانيا بأسلوب المقاومة السلمية واللاعنف؟,غاندي,صعب
ف,المنتخب الذي حقق لقب كأس العالم لكرة القدم عام 1998 على أرضه وبين جمهوره؟,فرنسا,صعب
ف,فيلسوف وعالم رياضيات يوناني قديم اشتهر بمبرهنته الشهيرة في الهندسة الخاصة بالمثلث قائم الزاوية؟,فيثاغورس,صعب
ق,مجموعة منظمة من البيانات أو المعلومات المهيكلة المخزنة عادة إلكترونياً في نظام كمبيوتر؟,قاعدة بيانات,صعب
ق,دولة جزرية تقع في شرق حوض البحر الأبيض المتوسط وعاصمتها نيقوسيا؟,قبرص,صعب
ق,عملية اختراق أجهزة الكمبيوتر أو الشبكات للوصول غير المصرح به إلى البيانات أو تعطيل الأنظمة؟,قرصنة,صعب
ك,بطولة كرة قدم دولية سابقة كانت تقام كل أربع سنوات بين أبطال القارات الست بالإضافة للدولة المضيفة وبطل العالم؟,كأس القارات,صعب
ك,توزيعة مبنية على نظام دبيان مخصصة لاختبار الاختراق والأمن السيبراني وتحتوي على مئات الأدوات الجاهزة؟,كالي لينكس,صعب
ك,مادة شمعية توجد في جميع خلايا الجسم يحتاجها لبناء الخلايا ولكن ارتفاعها يزيد من خطر الإصابة بأمراض القلب؟,كولسترول,صعب
ل,اللوحة الرئيسية للدوائر المطبوعة في أجهزة الكمبيوتر والتي تربط بين جميع المكونات الأساسية مثل المعالج والذاكرة؟,لوحة الأم,صعب
ل,جهاز ينبعث منه ضوء متماسك ومكثف جداً في شعاع ضيق يستخدم في الطب والصناعة والاتصالات؟,ليزر,صعب
م,النادي الإيطالي الذي يعتبر ثاني أكثر الأندية تتويجاً ببطولة دوري أبطال أوروبا بعد ريال مدريد؟,ميلان,صعب
م,طريقة أمنية تتطلب من المستخدم تقديم دليلين مختلفين للتحقق من هويته قبل الوصول إلى حساب؟,مصادقة ثنائية,صعب
م,عضيات خلوية تعتبر مركز توليد الطاقة في الخلية وتنتج معظم الطاقة التي تحتاجها الخلية للقيام بوظائفها؟,ميتوكوندريا,صعب
ن,النادي الإيطالي الجنوبي الذي ارتبط اسمه بأسطورة كرة القدم الأرجنتينية دييغو مارادونا؟,نابولي,صعب
ن,الاسم الفريد الذي يحدد موقعاً إلكترونياً على الإنترنت مثل دوت كوم أو دوت نت؟,نطاق,صعب
ن,عالم فيزياء إنجليزي صاغ قوانين الحركة والجاذبية الكونية ويعتبر من أعظم العلماء في التاريخ؟,نيوتن,صعب
هـ,خبير أمن سيبراني يستخدم مهاراته في اختراق الأنظمة لاكتشاف الثغرات وإبلاغ أصحابها لإصلاحها بشكل قانوني؟,هاكر أخلاقي,صعب
هـ,المنتخب الأوروبي الذي وصل إلى نهائي كأس العالم ثلاث مرات ولم يحقق اللقب ولا مرة؟,هولندا,صعب
هـ,سلسلة جبال في آسيا تضم أعلى قمم العالم بما في ذلك قمة جبل إيفرست؟,هيمالايا,صعب
و,الملعب الشهير في العاصمة البريطانية لندن والذي يعتبر الملعب الرئيسي للمنتخب الإنجليزي لكرة القدم؟,ويمبلي,صعب
و,تقنية شبكات لاسلكية تسمح للأجهزة بالتواصل وتوصيلها بالإنترنت دون استخدام الكابلات؟,واي فاي,صعب
و,عاصمة الولايات المتحدة الأمريكية وسميت تيمناً بأول رئيس للبلاد؟,واشنطن,صعب
ي,البطولة الكروية الأهم على مستوى المنتخبات في القارة الأوروبية وتقام كل أربع سنوات؟,يورو,صعب
ي,منصة مشاركة الفيديوهات الأشهر عالمياً والتي أسسها ثلاثة موظفين سابقين في باي بال عام 2005؟,يوتيوب,صعب
ي,عنصر كيميائي مشع ثقيل يستخدم كوقود أساسي في المفاعلات النووية لإنتاج الطاقة؟,يورانيوم,صعب
أ,"سورة في القرآن يطلق عليها اسم أخت الطويلتين ؟","الأعراف",متوسط
أ,"حيوان يطلق عليه "أسامة" ؟","الأسد",متوسط
أ,"مؤسس علم الاجتماع ؟","ابن خلدون",متوسط
أ,"كنية لآدم عليه السلام ؟","أبو البشر",متوسط
أ,"بحار لقب بأسد البحار ؟","أحمد بن ماجد",متوسط
أ,"مادة تصنع من مزج الماء والحصى والرمل والتراب ؟","أسمنت",متوسط
أ,"اسم زوجة فرعون ؟","آسية",متوسط
أ,"اسم مخترع المصباح الكهربائي ؟","أديسون",متوسط
أ,"أكبر كوكب في المجموعة الشمسية ؟","المشتري",متوسط
أ,"لقب يطلق على زوجات النبي ؟","أمهات المؤمنين",متوسط
ب,"قبائل تسكن شمال أفريقيا ؟","البربر",متوسط
ب,"الأصبع الذي يلي الإصبع الصغير ؟","البنصر",متوسط
ب,"اسم مؤذن رسول الله ﷺ ؟","بلال بن رباح",متوسط
ب,"أكمل الحديث: اتقوا النار ولو ...... ؟","بشق تمرة",متوسط
ب,"عاصمة العراق ؟","بغداد",متوسط
ب,"أكمل المثل: جنت على نفسها ...... ؟","براقش",متوسط
ب,"في أي مدينة يوجد أول متحف للشمع ؟","باريس",متوسط
ب,"يطلق على الولد الأول ؟","البكر",متوسط
ب,"يطلق على بائع الأقمشة قديماً ؟","بزاز",متوسط
ب,"نوع من أنواع الصقور ؟","باز",متوسط
ث,"المرأة التي سبق لها الزواج ؟","ثيب",متوسط
ث,"في اللغة يطلق على المجموعة من الناس ؟","ثلة",متوسط
ث,"من أهم صفات الشجاعة ؟","الثبات",متوسط
ث,"كلمة من ثلاث حروف تستطيع قراءتها من الجهتين ؟","ثلث",متوسط
ث,"طعام يتكون من خبز ومرق ؟","ثريد",متوسط
ث,"مرض يصيب فروة شعر الانسان ؟","ثعلبة",متوسط
ث,"مرادف كلمة أجر ؟","ثواب",متوسط
ث,"يطلق على من فقدت ولدها ؟","ثكلى",متوسط
ث,"قوم أهلكوا بالطاغية ؟","ثمود",متوسط
ث,"غار شهير في مكة ؟","ثور",متوسط
ج,"من الامراض الخطيرة ؟","الجدري",متوسط
ج,"رجل تنسب له الكثير من القصص الفكاهية ؟","جحا",متوسط
ج,"جبل رست عليه سفينة نوح عليه السلام ؟","الجودي",متوسط
ج,"من الأرحام ؟","جد",متوسط
ج,"من أسماء النار ؟","جحيم",متوسط
ج,"يطلق على ولد الماعز ؟","جدي",متوسط
ج,"اسم إحدى زوجات النبي ؟","جويريه",متوسط
ج,"أهجى شعراء العرب ؟","جرير",متوسط
ج,"عالم عربي يطلق عليه أبو الكيمياء ؟","جابر بن حيان",متوسط
ج,"أطول نافورة في العالم ؟","جدة",متوسط
ح,"سورة في القرآن ورد فيها ذكر الذباب ؟","الحج",متوسط
ح,"من أقسام الكلمة ؟","حرف",متوسط
ح,"مدينة سورية دفن فيها خالد بن الوليد ؟","حمص",متوسط
ح,"يطلق على شدة الندم على مافات ؟","الحسرة",متوسط
ح,"أشهر كرماء العرب ؟","حاتم الطائي",متوسط
ح,"نوع من أنواع الطيور ؟","حباری",متوسط
ح,"اسم شاعر النبي ؟","حسان بن ثابت",متوسط
ح,"أم البشر ؟","حواء",متوسط
ح,"أول أعمام النبي اسلاماً ؟","حمزة بن عبد المطلب",متوسط
ح,"صاحب سر رسول الله ﷺ ؟","حذيفة بن اليمان",متوسط
خ,"بقايا ما تهدم من العمران ؟","خرابة",متوسط
خ,"من القائل: فلا نامت أعين الجبناء ؟","خالد بن الوليد",متوسط
خ,"كل ما تغطي به المرأة رأسها ؟","خمار",متوسط
خ,"زبدة الشيء أو ما يحوي خصائص المادة ؟","خلاصة",متوسط
خ,"يطلق على قدم البعير ؟","خف",متوسط
خ,"تتنفس الأسماك تحت الماء بـ ؟","الخياشيم",متوسط
خ,"انعقاد اللسان عن الإجابة أو الكلام ؟","خرس",متوسط
خ,"شجر هندي تصنع منه الكراسي سريع النمو أملس ؟","خيزران",متوسط
خ,"وسيلة لتمثيل سطح الأرض أو جزء منه ؟","خريطة",متوسط
خ,"أشدّ من الحياء وهو مذموم ؟","الخجل",متوسط
د,"في اللغة بمعنى المكر ؟","دهاء",متوسط
د,"مدينة في جمهورية مصر العربية ؟","دمياط",متوسط
د,"أول عملة اسلامية انتجت ؟","دينار",متوسط
د,"سواد الليل وظلمته ؟","دجى",متوسط
د,"يسمى صغير الدب ؟","ديسم",متوسط
د,"الزمان الطويل ؟","دهر",متوسط
د,"صوت النملة ؟","دبيب",متوسط
د,"ماء لم يخرج من الأرض ولم ينزل من السماء ؟","دموع",متوسط
د,"نبي سخر الله له الجبال يسبحن معه ؟","داوود",متوسط
د,"من أفضل العبادات ؟","الدعاء",متوسط
ر,"تسمى الذاكرة العشوائية في الأجهزة الالكترونية ؟","رام",متوسط
ر,"وحدة لقياس الوزن ؟","رطل",متوسط
ر,"يسمى نزيف الأنف بالدم ؟","رعاف",متوسط
ر,"في اللغة يسمى باطن كف اليد ؟","راحة",متوسط
ر,"المادة الأساسية في صناعة الزجاج ؟","رمل",متوسط
ر,"الباب الذي يدخل منه الصائمون في الجنة ؟","الريان",متوسط
ر,"أكمل الحديث: ما بعث الله نبياً إلا ... ؟","رعى الغنم",متوسط
ر,"آداة قديمة لطحن الحبوب ؟","رحى",متوسط
ر,"وحدة قياس الزلازل ؟","رختر",متوسط
ر,"شخص محتجز لضمان اتفاقية معينة ؟","رهينة",متوسط
ز,"من الكتب السماوية ؟","زبور",متوسط
ز,"حجر كريم ؟","زمرد",متوسط
ز,"تحريك الشيء وشده بقوة ؟","زعزعة",متوسط
ز,"صحابي ورد اسمه في القرآن صراحةً ؟","زيد بن حارثة",متوسط
ز,"المعدن السائل الوحيد ؟","الزئبق",متوسط
ز,"شجرة أهل النار ؟","زقوم",متوسط
ز,"أكبر بنات النبي ﷺ ؟","زينب",متوسط
ز,"ماء مبارك ؟","زمزم",متوسط
ز,"يطلق على سورتي البقرة وآل عمران ؟","الزهراوان",متوسط
ز,"نبات له عروق غليظة حارة الطعم يشرب ويأكل ؟","زنجبيل",متوسط
س,"شجرة ورد ذكرها في القرآن ؟","سدر",متوسط
س,"ترك الكلام مع القدرة عليه ؟","سكوت",متوسط
س,"وقت في الليل ؟","سحر",متوسط
س,"أول من كتب بسم الله الرحمن الرحيم ؟","سليمان",متوسط
س,"تبكي بلا عيون وتمشي بلا أرجل ؟","سحابة",متوسط
س,"بمعنى حفيد ؟","سبط",متوسط
س,"أحد أشهر الفلاسفة ؟","سقراط",متوسط
س,"عالم نحوي muslim من أصول فارسيه ؟","سيبويه",متوسط
س,"نبي علمه الله لغة الطيور والحيوانات ؟","سليمان",متوسط
س,"من السبع الموبقات ؟","السحر",متوسط
ش,"تثبت فيه الشموع ؟","شمعدان",متوسط
ش,"عرق يحمل الدم من القلب إلى الجسد ؟","شریان",متوسط
ش,"القطع الصغيرة المتطايرة من انفجار ما ؟","شظايا",متوسط
ش,"يطلق على شديد البخل ؟","شحيح",متوسط
ش,"إحدى مراحل تطور الفراشة ؟","شرنقة",متوسط
ش,"جدول الماء المتساقط من الأعلى إلى الأسفل ؟","شلال",متوسط
ش,"مشروب صيني المنشأ ؟","شاي",متوسط
ش,"في اللغة الفتوة تعني ؟","شباب",متوسط
ش,"أكمل المثل: أهل مكة أدرى بـ ... ؟","شعابها",متوسط
ص,"تحسين المادة الصلبة وإخراجها بأحسن وجه ؟","صقل",متوسط
ص,"نوع من أنواع الأخشاب غالية الثمن ؟","الصندل",متوسط
ص,"كانت العرب تستخدمه في حفظ المال ؟","صرة",متوسط
ص,"صوت الفرس ؟","صهيل",متوسط
ص,"قائد المسلمين في معركة حطين ؟","صلاح الدين الأيوبي",متوسط
ص,"صوت السيوف في الحرب ؟","صليل",متوسط
ص,"في اللغة مهر الزوجة ؟","صداق",متوسط
ص,"عاصمة اليمن ؟","صنعاء",متوسط
ص,"أول النهار ؟","صباح",متوسط
ص,"كلمة تعني الطريق ؟","صراط",متوسط
ط,"أكبر مدينة في آسيا ؟","طوكيو",متوسط
ط,"أول تابعي فسر القرآن ؟","الطبري",متوسط
ط,"من الأمراض الخطيرة كان يسمى بـ الموت الأسود ؟","الطاعون",متوسط
ط,"يطلق على صوت النحلة أو الذباب ؟","طنين",متوسط
ط,"يسمى الكائن الحي الذي يعيش على غيره ؟","طفيلي",متوسط
ط,"ولد ابن بطوطة في مدينة ؟","طنجة",متوسط
ط,"أول باب في كتب الفقه ؟","الطهارة",متوسط
ط,"أحد العشرة المبشرين بالجنة ؟","طلحة بن عبيد الله",متوسط
ط,"عضو داخل جسم الانسان ؟","الطحال",متوسط
ط,"مدينة اسبانية حكمها المسلمون قروناً عديدة ؟","طليطلة",متوسط
ظ,"بما وصف نبي الله يونس نفسه في بطن الحوت ؟","الظالمين",متوسط
ظ,"بمعنى فاز ونجح ؟","ظفر",متوسط
ظ,"مرادف كلمة جور ؟","ظلم",متوسط
ظ,"في جسم الانسان ؟","ظهر",متوسط
ظ,"وقت في النهار ؟","ظهيرة",متوسط
ظ,"يطلق على الضيق من كل شيء ؟","ظنك",متوسط
ظ,"المرأة التي ترضع غير ابنها ؟","ظئر",متوسط
ظ,"من مدن سلطنة عمان ؟","ظفار",متوسط
ظ,"الجلد الميت في جسم الانسان يتم التخلص منه دورياً ؟","ظفر",متوسط
ظ,"يستخدم لتغليف الرسائل ؟","ظرف",متوسط
ع,"يلقب بخامس الخلفاء الراشدين ؟","عمر بن عبدالعزيز",متوسط
ع,"يوم مشهور صومه يكفر السنة الماضية ؟","عاشوراء",متوسط
ع,"الداء المزمن الذي لا علاج له ؟","عضال",متوسط
ع,"الاسم الذي كانت تعرفه العرب لنظام الشرطة ؟","العسس",متوسط
ع,"تلقب مريم بنت عمران عليها السلام بـ ؟","العذراء",متوسط
ع,"قافلة الجمال التي تكون محملة بـ البضائع والسلع ؟","عير",متوسط
ع,"من أحفاد نوح عليه السلام وتنسب إليه العرب ؟","عدنان",متوسط
ع,"يطلق على صوت الذئب ؟","عواء",متوسط
ع,"إذا طال قصر فما هو ؟","العمر",متوسط
ع,"ما هو اسم أبو جهل ؟","عمرو بن هشام",متوسط
غ,"أحد أسماء الأسد ؟","غضنفر",متوسط
غ,"باب من أبواب الشعر طرقه الشعراء وتغنوا به ؟","الغزل",متوسط
غ,"كائن خرافي اشتهر عند العرب في ألف ليلة وليلة ؟","الغول",متوسط
غ,"من فواسق الدواب ؟","الغراب",متوسط
غ,"يطلق على السحاب الأبيض ؟","الغمام",متوسط
غ,"في اللغة الكرب والحزن تعني ؟","الغم",متوسط
غ,"اسم من أربعة حروف إذا حذفت منه حرفاً زال ؟","غزال",متوسط
غ,"في اللغة بمعنى فاز ؟","غنم",متوسط
غ,"في جسم الانسان لها وظائف وافرازات محددة ؟","غدد",متوسط
غ,"في اللغة كلمة تعني غطاء ؟","غشاء",متوسط
ف,"أعلى درجات الجنة ؟","الفردوس",متوسط
ف,"في اللغة بمعنى الفقر و قلة ذات اليد ؟","الفاقة",متوسط
ف,"أطول عظمة في جسم الانسان ؟","الفخذ",متوسط
ف,"هو علم الكلام والمنطق ؟","الفلسفة",متوسط
ف,"من أنواع الورود له رائحة نفاذة ؟","الفل",متوسط
ف,"يطلق على صوت الأفعى ؟","فحيح",متوسط
ف,"وحدة قياس كهربائية ؟","فولت",متوسط
ف,"شيء إذا وضع في الثلاجة لا يبرد ؟","الفلفل",متوسط
ف,"عالم رياضيات قديم له عدة قواعد تدرس حتى الآن ؟","فيثاغورس",متوسط
ف,"هو أسرع الحيوانات ؟","الفهد",متوسط
ق,"أول ولد آدم ؟","قابيل",متوسط
ق,"وحدة الوزن لـ الألماس والأحجار الكريمة ؟","القيراط",متوسط
ق,"أكبر مدينة في قارة افريقيا ؟","القاهرة",متوسط
ق,"له خمسة أصابع بلا لحم ولا عظم ؟","القفاز",متوسط
ق,"يطلق على غرفة القيادة في السفينة ؟","القمرة",متوسط
ق,"اسم ناقة النبي ﷺ ؟","القصواء",متوسط
ق,"من معالم المسجد الأقصى ؟","قبة الصخرة",متوسط
ق,"أول مسجد في الإسلام ؟","قباء",متوسط
ق,"أول منازل الآخرة ؟","القبر",متوسط
ق,"الطوب الأحمر الذي يستخدم للبناء ؟","القرميد",متوسط
ك,"أكبر عضو في جسم الانسان ؟","الكبد",متوسط
ك,"تجويف طبيعي في الصخور أو الجبال ؟","كهف",متوسط
ك,"صفة أخرجت ابليس من الجنة ؟","الكبر",متوسط
ك,"مقاطعة تتنازع فيها الهند وباكستان وقامت عليها الحروب ؟","کشمیر",متوسط
ك,"يلقب موسى عليه السلام بـ ؟","كليم الله",متوسط
ك,"يسمى من جاوز الثلاثين إلى الخمسين ؟","كهل",متوسط
ك,"جعبة صغيرة توضع فيها الأسهم ؟","كنانة",متوسط
ك,"يستخرج العنبر من ؟","كبد الحوت",متوسط
ك,"الاسم الكيميائي لـ ملح الطعام ؟","كلوريد الصوديوم",متوسط
ك,"كلمة انجليزية تطلق على الأشياء القديمة والتراثية ؟","كلاسيك",متوسط
ل,"يلقب بسيد الطعام ؟","اللحم",متوسط
ل,"نبي آمن بنبي ؟","لوط",متوسط
ل,"في اللغة يوصف الخصم الشديد الخصومة ؟","لدود",متوسط
ل,"يستخرج من البحر ويباع بأغلى الأثمان ؟","اللؤلؤ",متوسط
ل,"أصوات يعبر بها كل قوم عن أغراضهم ؟","اللغة",متوسط
ل,"حرف لتمني شيء يستحيل حدوثه ؟","ليت",متوسط
ل,"سؤال فيه غموض ؟","لغز",متوسط
ل,"في اللغة مكث وأقام في المكان ؟","لبث",متوسط
ل,"من أدوات الخيل ؟","لجام",متوسط
م,"يسمى الأمر الخارق للعادة يجريها الله على أيدي انبيائه ؟","معجزة",متوسط
م,"كل ما يشغل حيز وله كتلة، هذا تعريف الـ ؟","مادة",متوسط
م,"من هو مؤسس الدولة الأموية ؟","معاوية بن أبي سفيان",متوسط
م,"أين تقع رابطة العالم الإسلامي ؟","مكة",متوسط
م,"شيء لا ينتفع به الا إذا اشعلنا عينيه ؟","الموقد",متوسط
م,"سباق العدو الطويل الذي يبلغ طوله 26 ميل ؟","مارثون",متوسط
م,"اسم للقمر بعد انتهاء ليالي اكتماله ؟","محاق",متوسط
م,"من الآلات الحربية القديمة ؟","منجنيق",متوسط
م,"أعلم الأمة بالحلال والحرام ؟","معاذ بن جبل",متوسط
م,"يستخرج من بطن ذيل الغزال ؟","مسك",متوسط
ن,"في اللغة يسمى طعام القادم من سفره ؟","نقيعة",متوسط
ن,"خلقت من غير أب ولا أم ؟","ناقة صالح",متوسط
ن,"في اللغة يعني المثل والنظير ؟","الند",متوسط
ن,"من المعادن ؟","نحاس",متوسط
ن,"من الطيور الجوارح ؟","نسر",متوسط
ن,"خلق ابليس من ؟","نار",متوسط
ن,"يسمى اليوم العاشر من شهر ذي الحجة ؟","يوم النحر",متوسط
ن,"تسمى أنثى الجمل بـ ؟","ناقة",متوسط
ن,"نبي سميت سورة من القرآن باسمه ؟","نوح",متوسط
ن,"حفرة تحت الأرض لها مخرج ومنفذ ممهدة ليسير فيها الانسان والحيوان ؟","النفق",متوسط
هـ,"أول من سعى بين الصفا والمروة ؟","هاجر",متوسط
هـ,"بين المشي والركض ؟","هرولة",متوسط
هـ,"ما يكون للرجل من مخافة ووقار ؟","هيبة",متوسط
هـ,"أكمل المثل لكل عالم ... ؟","هفوة",متوسط
هـ,"يطلق على صوت الموج ؟","هدير",متوسط
هـ,"نبي بعثه الله إلى قوم عاد ؟","هود",متوسط
هـ,"يسمى أخفى ما يكون من الصوت ؟","همس",متوسط
هـ,"أحد الملكين الذين علما الناس السحر ؟","هاروت",متوسط
هـ,"ديانة من معتقداتهم عبادة البقر ؟","هندوسية",متوسط
هـ,"يطلق على الأرض التي تبلغ مساحتها 10 آلاف متر مربع ؟","هكتار",متوسط
و,"هو الشق بين الجبلين ؟","وادي",متوسط
و,"أكمل المثل: الآن حمي الـ ... ؟","الوطيس",متوسط
و,"ما يوجد من المحبة between الطرفين ؟","الود",متوسط
و,"أكمل المقولة: تعددت الأسباب والموت ... ؟","واحد",متوسط
و,"هو علم يدرس نسل الانسان والحيوان ؟","الوراثة",متوسط
و,"من الثديات التي تطير بالليل ؟","الوطواط",متوسط
و,"في اللغة يسمى العدد المفرد بـ ؟","الوتر",متوسط
و,"صوف بعض الحيوانات ؟","وبر",متوسط
و,"أكمل المثل المصري: فصة ملح ... ؟","وداب",متوسط
و,"في اللغة يسمى طعام العرس ؟","وليمة",متوسط
ي,"من الأحجار الكريمة ؟","ياقوت",متوسط
ي,"أين يقع سد مأرب ؟","اليمن",متوسط
ي,"أكمل البيت الشعري: الوقت أنفس ما عنيت بحفظه وأراه أسهل ما عليك ... ؟","يضيع",متوسط
ي,"عنصر يستخدم كـ وقود للطاقة النووية ؟","اليورانيوم",متوسط
ي,"نوع من أنواع الزهور ؟","الياسمين",متوسط
ي,"مرحلة النمو التي تسبق التحول إلى فراشة ؟","يرقة",متوسط
ي,"قال رسول الله: المرء على دين خليله فلينظر أحدكم من ... ؟","يخالل",متوسط
ي,"في اللغة بمعنى قنوط ؟","يأس",متوسط
ي,"سورة تسمى قلب القرآن ؟","يس",متوسط
ي,"من هو النبي الذي لقب بذي النون ؟","يونس",متوسط
أ,"النادي اللندني الذي خاض أطول سلسلة مباريات دون هزيمة في تاريخ الدوري الإنجليزي الممتاز بواقع 49 مباراة؟","أرسنال",متوسط
أ,"إشعاع كهرومغناطيسي عالي الطاقة اكتشفه العالم فيلهلم رونتغن ويستخدم بكثرة في الفحوصات الطبية؟","أشعة سينية",متوسط
أ,"المركبات العضوية التي تتحد لتكوين البروتينات وتعتبر حجر الأساس في بناء العضلات واستشفائها؟","أحماض أمينية",متوسط
أ,"ثغرة أمنية تتيح للمخترق تصفح ملفات الخادم غير المصرح بها وتعرف بـ Directory Listing؟","أوبن ديركتوري",متوسط
أ,"عالم رياضيات يوناني قديم يعتبر من أعظم علماء العصور القديمة وصاحب قانون الطفو؟","أرخميدس",متوسط
أ,"الألياف العضلية المسؤولة عن الحركات القوية والانفجارية مثل رفع الأثقال الثقيلة والركض السريع؟","ألياف عضلية سريعة الانقباض",متوسط
أ,"فن الرسوم المتحركة الياباني الذي يتميز بأساليب رسم فريدة وقصص معقدة تستهدف مختلف الأعمار؟","أنمي",متوسط
أ,"أنسجة ليفية قوية تربط العضلات بالعظام وتتحمل ضغوطاً هائلة أثناء رفع الأوزان الثقيلة؟","أوتار",متوسط
ب,"مكمل غذائي سريع الامتصاص يستخلص من الحليب ويعرف عالمياً باسم الواي بروتين؟","بروتين مصل اللبن",متوسط
ب,"ثغرة برمجية خطيرة تحدث عندما يتجاوز حجم البيانات المدخلة السعة المخصصة للذاكرة المؤقتة؟","بفر أوفر فلو",متوسط
ب,"الإمبراطورية الرومانية الشرقية التي صمدت لأكثر من ألف عام بعد سقوط الإمبراطورية الغربية؟","بيزنطة",متوسط
ب,"المكون المادي المسؤول عن معالجة وإخراج الصور والفيديو إلى الشاشة في أجهزة الحاسوب؟","بطاقة الرسوميات",متوسط
ب,"أول مضاد حيوي تم اكتشافه بالصدفة على يد العالم ألكسندر فلمنج عام 1928؟","بنسلين",متوسط
ب,"النادي الألماني الذي حقق السداسية التاريخية في عام 2020 تحت قيادة المدرب هانزي فليك؟","بايرن ميونخ",متوسط
ب,"المصطلح الإنجليزي الذي يطلق على المكافأة المالية التي تُمنح للباحثين عند اكتشافهم لثغرة أمنية في برنامج أو موقع؟","باونتي",متوسط
