letter,question,answer
غ,حالة طبية خطيرة وحرجة يفقد فيها المريض الوعي لفترة طويلة جداً ولا يستجيب لأي مؤثرات خارجية نتيجة إصابة دماغية أو صدمة صحية؟,غيبوبة
غ,الطيور ذات اللون الأسود الفاحم والذكاء الحاد والمدهش التي بعثها الله سبحانه لتعلم الإنسان الأول كيف يواري ويدفن موتاه تحت الثرى؟,غربان
ف,الكائنات الدقيقة والطُفيلية الممرضة التي لا يمكنها التكاثر أبداً إلا داخل خلايا كائن حي آخر، وتتسبب في انتشار أمراض وأوبئة خطيرة جداً؟,فيروسات
ف,مرض عقلي ونفسي شديد ومزمن يجعل المريض يفسر الواقع بشكل غير طبيعي ويعاني من هلاوس سمعية وبصرية وانفصال عن الواقع ويسمى؟,فصام
ف,فرع متقدم ومعقد جداً من الفيزياء الحديثة يدرس سلوك الجسيمات دون الذرية كالإلكترونات بخصائصها العجيبة والمزدوجة (الموجية والجسيمية)؟,فيزياء الكم
ف,المركبات العضوية الحيوية والمهمة جداً للنمو والمناعة، ونقص أحدها (كـ سي) يسبب أمراضاً خطيرة كالاسقربوط وتسمى مجتمعة بـ الـ؟,فيتامينات
ف,أضخم الكائنات الحية العشبية التي تسير على اليابسة، تمتلك ذاكرة مذهلة لا تنسى، وأنياباً من العاج الثمين الذي يعرضها لخطر الصيد الجائر؟,فيلة
ق,السلاح الإشعاعي الأكثر تدميراً ورعباً في تاريخ البشرية، والذي استخدم مرتين فقط في اليابان وأنهى الحرب العالمية الثانية بمأساة؟,قنبلة ذرية
ق,النظرية الفيزيائية العظيمة والمعقدة التي وضعها أينشتاين والتي غيرت مفهوم البشرية تماماً عن انحناء الزمان والمكان وقوة الجاذبية؟,قانون النسبية
ق,نظام برمجي متطور جداً لتخزين وتنظيم وإدارة كميات هائلة ومترابطة من المعلومات بحيث يسهل البحث عنها واسترجاعها في أجزاء من الثانية؟,قواعد بيانات
ق,الممر المائي الصناعي والاستراتيجي الأهم في مصر، والذي يربط بين البحر الأحمر والمتوسط واختصر طريق التجارة العالمية بشكل هائل؟,قناة السويس
ق,الكوكب الصخري المنير في السماء ليلاً، والذي لا يمتلك نوراً ذاتياً أبداً بل يعكس نور الشمس القوي ليسهر العشاق والمفكرون على ضوئه؟,قمر
ك,المجلس التشريعي والبرلماني الأعلى والأقوى في الولايات المتحدة الأمريكية، ويتكون من مجلسي الشيوخ والنواب وهو من يشرع القوانين؟,كونغرس
ك,مركب كيميائي ودهني في الدم، ضروري لبناء الخلايا ولكن ارتفاعه المفرط وسوء تغذيتك يؤدي لتصلب وانسداد الشرايين وحدوث الجلطات؟,كوليسترول
ك,فرع من الكيمياء الواسعة يهتم بدراسة بنية وخصائص وتفاعلات المركبات التي تحتوي بشكل أساسي على عنصر الكربون وتعتبر أساس الحياة؟,كيمياء عضوية
ك,بيض سمك الحفش المالح والمستخرج بصعوبة من المياه الباردة، والذي يعتبر من أغلى وأفخم أنواع الأطعمة والمقبلات على موائد الأثرياء في العالم؟,كافيار
ل,العنصر الكيميائي الخفيف جداً والذي أحدث ثورة كبرى في عالم التكنولوجيا لكونه المكون الأساسي والأهم في بطاريات الهواتف والسيارات الكهربائية؟,ليثيوم
ل,اللوحة الفنية الأشهر والأغلى والأكثر غموضاً في العالم، رسمها ليوناردو دافنشي، وتشتهر بابتسامتها الغامضة ونظراتها التي تلاحقك أينما وقفت؟,لوحة الموناليزا
ل,المستحضر البيولوجي والطبي المضعف الذي يعطى للإنسان لإكسابه مناعة مكتسبة وقوية ضد مرض معدٍ معين وتجنب الإصابة به والعدوى مستقبلاً؟,لقاح
م,النظرية الفلسفية والاقتصادية الراديكالية التي أسسها مفكر ألماني ودعت لثورة العمال وإسقاط الرأسمالية الجشعة لبناء مجتمع شيوعي بلا طبقات؟,ماركسية
م,المجرة الحلزونية الهائلة الدوران التي نعيش بداخلها وتضم مجموعتنا الشمسية ومئات المليارات من النجوم وتظهر في سماء الليل الصافية كشريط أبيض؟,مجرة درب التبانة
م,العلم الأكاديمي والتطبيقي الدقيق الذي يهتم بدراسة الكائنات الحية الدقيقة كالبكتيريا والفطريات وتأثيرها الطبي والصناعي ويسمى علم الـ؟,ميكروبيولوجي
م,المنشأة الصناعية والعلمية الضخمة والمحصنة المصممة للتحكم في الانشطارات الذرية لإنتاج طاقة هائلة تستخدم سلمياً لتوليد الكهرباء للمدن الكبرى؟,مفاعل نووي
ن,النظرية البيولوجية المثيرة للجدل والشهيرة التي افترضها داروين حول آلية التطور والانتقاء الطبيعي للكائنات الحية عبر ملايين السنين من الصراع؟,نظرية التطور
ن,الجائزة العالمية الأرقى والأشهر على الإطلاق، والتي تمنح سنوياً للعلماء والمفكرين في احتفال مهيب في مجالات السلام والفيزياء والكيمياء والأدب؟,نوبل
ن,الجسيم الفضائي الصخري الصلب الذي يخترق الغلاف الجوي للأرض ولا يحترق بالكامل بل ينجو ليرتطم بسطح الأرض بقوة مسبباً فوهات عملاقة؟,نيزك
ن,المركز الكثيف جداً والصغير والموجب الشحنة في قلب الذرة، والذي يحتوي على البروتونات والنيوترونات وتتركز فيه بشكل عجيب معظم كتلة الذرة ووزنها؟,نواة
هـ,التقنية الحيوية المتقدمة التي تتضمن التلاعب وتعديل الجينات في الحمض النووي لإنتاج صفات جديدة كاستنساخ الحيوانات وتحسين المحاصيل الزراعية؟,هندسة وراثية
هـ,البروتين الحيوي الغني بالحديد والموجود بكثرة في خلايا الدم الحمراء والمسؤول عن الارتباط بالأكسجين ونقله بفاعلية من الرئتين لجميع الأنسجة؟,هيموغلوبين
هـ,مادة كيميائية ورسول حيوي تفرزها الغدد الصماء مباشرة في مجرى الدم لتنظيم وظائف وعمليات فسيولوجية محددة في الجسم كالنمو والمزاج والحرق؟,هرمون
و,المرض المعدي وشديد الخطورة وسريع الانتشار الذي يعبر الحدود الجغرافية ليصيب أعداداً هائلة من البشر في قارات مختلفة في نفس الوقت ككورونا؟,وباء عالمي
و,انتقال الصفات البيولوجية والجسمانية والطباع الدقيقة من الآباء إلى الأبناء عبر الأجيال المتعاقبة بواسطة الجينات والحمض النووي ويسمى علم الـ؟,وراثة
و,الخداع البصري المذهل الذي يتلاعب بنظام الرؤية والدماغ البشري ليجعله يرى الأشياء أو الأبعاد أو الألوان المتحركة على غير حقيقتها المادية الثابتة؟,وهم بصري
ي,الديانة السماوية التوحيدية القديمة التي نزلت شريعتها على النبي موسى عليه السلام في جبل الطور بسيناء وكتابها المقدس هو التوراة؟,يهودية
ي,المنظمة الدولية والثقافية التابعة للأمم المتحدة والتي تهدف لإحلال السلام من خلال التعاون الدولي في التعليم وحماية مواقع التراث العالمي والتاريخي؟,يونسكو
ي,القائد العسكري والديكتاتور الروماني الأعظم والداهية الذي أسقط الجمهورية وتولى السلطة المطلقة واغتيل لاحقاً بخيانة طعناً بالخناجر في مجلس الشيوخ؟,يوليوس قيصر
ي,الصباغ الطبيعي والأخضر الموجود بكثافة في أوراق النباتات والمسؤول الأول عن امتصاص طاقة الشمس الساطعة وإتمام عملية البناء الضوئي ويسمى؟,يخضور
أ,ابن أمك وابن أبيك وليس أختك ولا أخاك فمن يكون؟,أنت
أ,له رقبة طويلة ولكنه لا يمتلك رأساً فما هو؟,إبريق
أ,لها عين واحدة ومع ذلك لا يمكنها الرؤية أبداً فما هي؟,إبرة
أ,أخو عمك وليس عمك فمن هو؟,أبوك
أ,أنا بداية النهاية ونهاية الزمان والمكان، فمن أنا؟,ألف
أ,عضو يمتلكه الإنسان وإذا حذفت الحرف الأول صار أداة للشرط؟,أنف
أ,كوكب نعيش عليه ويعتبر بيتنا الوحيد ويبدأ بحرف الألف؟,أرض
أ,يتحرك دائماً ولا تراه وإذا غاب عنك لدقائق تموت؟,أكسجين
أ,شخص يرى عدوه وصديقه ونفسه بعين واحدة فقط فمن هو؟,أعور
أ,لون ناري إذا مزجته مع اللون الأصفر أعطاك لوناً برتقالياً؟,أحمر
ب,مدينة حمراء أسوارها خضراء وسكانها سود فما هي؟,بطيخة
ب,له ضفاف ولا يابسة فيه وله أمواج ولا رياح فيه؟,بحر
ب,يفتح لك الأبواب والأماكن ولكنه لا يملك يدين ولا أقدام؟,باب
ب,طائر بحري يمتلك كيساً أو جراباً تحت منقاره لتخزين الصيد؟,بجع
ب,يبكيك دون أن يؤذيك أو حتى يلمسك فما هو؟,بصل
ب,مؤسسة تنقل رسائلك حول العالم وتعتمد على طابع صغير؟,بريد
ب,شيء يجب كسره وتدمير جداره الخارجي قبل استخدامه؟,بيضة
ب,أداة تمتلك إبرة ولا تخيط وتعرف طريقها دائماً دون أن ترى؟,بوصلة
ب,مكان مظلم وبارد يحفظ الأسرار تحت الأرض وفي داخله ماء؟,بئر
ب,منزل عربي أصيل بلا أبواب ولا نوافذ ولا يمكن دخوله؟,بيت الشعر
ت,شيء ندرسه ونتعلمه من الماضي ولكنه يصنع أحداث المستقبل؟,تاريخ
ت,صانعه لا يريده ومشتريه لا يستخدمه ومستخدمه لا يراه أبداً؟,تابوت
ت,شيء إذا أطعمته عاش وأنبت وإذا أسقيته كثيراً غرق ومات؟,تربة
ت,فاكهة شهيرة سقطت من شجرة فغيرت مجرى العلوم والفيزياء؟,تفاح
ت,صندوق سحري يعرض لك العالم وأنت جالس في غرفتك؟,تلفاز
ت,شيء يملكه كل شخص وكلما كبر في العمر زادت قيمته على الأوراق؟,توقيع
ت,تمثال ضخم في نيويورك يرمز لفك القيود ويبدأ بحرف التاء؟,تمثال الحرية
ت,وسيلة نقل سياحية تتكون من مقصورة معلقة بحبل في الهواء؟,تلفريك
ت,شيء تلبسه في رأسك ليزيدك هيبة ووقاراً كالملوك والأمراء؟,تاج
ت,زاحف ضخم يبكي عندما يأكل فريسته ويضرب به المثل في الكذب؟,تمساح
ث,نبات ذو رائحة نفاذة يستخدم لإضافة نكهة قوية جداً للطعام؟,ثوم
ث,حيوان يضرب به المثل في المكر والخداع في القصص الشعبية؟,ثعلب
ث,وحش فضائي يبتلع كل شيء حتى الضوء لا يستطيع الهرب منه؟,ثقب أسود
ث,شيء داخله أبرد من خارجه ويحفظ طعامك من الفساد؟,ثلاجة
ث,يولد في المرتفعات والبرودة وإذا عاد للنار مات وذاب؟,ثلج
ث,وحدة زمنية تمر كرمشة عين ولكنها قد تغير مجرى سباق كامل؟,ثانية
ث,مجموعة مصابيح فاخرة معلقة في سقف القصور تضيء المكان؟,ثريا
ث,لباس ترتديه ليقيك من البرد والحر ويستر جسدك بين الناس؟,ثوب
ث,حيوان قوي وهائج يستخدم قديماً في حراثة الأرض وصراع الساحات؟,ثور
ث,زاحف سام وطويل لا يمتلك أطرافاً ويتحرك بالانزلاق الصامت؟,ثعبان
ج,يتكلم بلا لسان ويبكي بلا عينين وتسمعه في المدارس والمنازل؟,جرس
ج,أسوأ رفيق سفر لا يتركك أبداً حتى تطعمه وإذا طال أهلكك؟,جوع
ج,شيء إذا نام أصبح أسوداً كالليل وإذا استيقظ أصبح أحمراً متوهجاً؟,جمر
ج,يُلقب بسفينة الصحراء ويخزن طعامه ودهونه في سنامه لأيام؟,جمل
ج,أقدامه متجذرة في الأرض ورأسه العالي يعانق السحاب؟,جبل
ج,نبات برتقالي اللون ينمو تحت الأرض ويقوي حاسة البصر؟,جزر
ج,يربط بين ضفتين ويقف فوق النهر ولكنه لا يبتل بالماء أبداً؟,جسر
ج,حشرة تطير في أسراب ضخمة وتقضي على المحاصيل الخضراء كلياً؟,جراد
ج,النار الشديدة والمكان الذي يعاقب فيه المذنبون على أفعالهم؟,جحيم
ج,الغطاء الرقيق الذي يرمش باستمرار ليحمي عينيك من الغبار؟,جفن
ح,له لسان ولكنه لا يتكلم وله نعل ولكنه لا يمشي لوحده أبداً؟,حذاء
ح,شيء غريب ومحفور كلما أخذت منه كبر واتسع وكلما أضفت له صغر؟,حفرة
ح,سائل يسري في عروق الأقلام ليحفظ أفكار البشر على الورق؟,حبر
ح,قصة تعيشها وتراها وعيناك مغلقتان وتختفي فور أن تفتحهما؟,حلم
ح,قطعة معدنية مقوسة توضع في أقدام الخيول لحمايتها من الصخور؟,حدوة
ح,أضخم كائن حي يعيش على كوكب الأرض ولسانه يزن كالفيل؟,حوت
ح,كائن بطيء يحمل بيته فوق ظهره أينما ذهب ويترك أثراً فضياً؟,حلزون
ح,مكان واسع مليء بالأشجار والزهور يذهب إليه الناس للتنزه؟,حديقة
ح,أداة مصنوعة من ألياف مجدولة وقوية تستخدم للربط والسحب والتسلق؟,حبل
ح,شيء صلب وقاسٍ يتطاير منه الشرر عند ضربه ببعضه بقوة؟,حجر
خ,الثديي الوحيد القادر على الطيران وينام معلقاً من قدميه للأسفل؟,خفاش
خ,شيء يجعلك تسافر لأماكن خيالية دون أن تتحرك من مكانك؟,خيال
خ,ليس له بداية ولا نهاية ويُلبس في الإصبع كرمز للارتباط الأبدي؟,خاتم
خ,فصل تتساقط فيه الأقنعة وتتعرى الأشجار من أوراقها لتستعد للبرد؟,خريف
خ,تمتلك مدناً بلا بيوت وأنهاراً بلا ماء وغابات بلا أشجار فما هي؟,خريطة
خ,مادة صلبة تؤخذ من جذوع الأشجار وتطفو على الماء ولا تغرق؟,خشب
خ,طعام أساسي يُصنع من الدقيق والماء ويُخبز بالنار ويؤكل يومياً؟,خبز
خ,خيط دقيق جداً يستخدم مع الإبرة لجمع قطع القماش ببعضها؟,خيط
خ,خضار ورقي لونه أخضر ومقرمش ويأكله الأرنب بكثرة غير الجزر؟,خس
خ,مكان عميق يُحفر حول القلاع والمدن لحمايتها من هجوم الأعداء؟,خندق
د,يولد من النار ولكنه يموت في الهواء ويخنق من يتنفسه فما هو؟,دخان
د,عضو في جسمك لا يشعر بالألم أبداً رغم أنه المركز الذي يترجم كل الألم؟,دماغ
د,يمتلك رأساً معدنياً ولا يمتلك عيناً ويستخدم لجمع الأوراق وتثبيتها؟,دبوس
د,سائل أحمر لزج، الحياة بدونه مستحيلة ويمتلك فصائل متعددة؟,دم
د,سلاح دفاعي قديم يحمله المقاتل لحماية صدره من طعنات السيوف؟,درع
د,لا تستطيع الوقوف بمفردها أبداً وتعتمد على التوازن والحركة لتسير؟,دراجة
د,عملة خضراء تعتبر الأقوى والأكثر تداولاً في الاقتصاد العالمي المعاصر؟,دولار
د,طائر داجن يمتلك عرفاً أحمراً ويوقظ الناس كل صباح بصياحه؟,ديك
د,حيوان ضخم ومفترس يغطيه الفرو الكثيف ويحب أكل العسل بشراهة؟,دب
د,قطرات مالحة تفيض وتتساقط من العين عند الحزن أو الفرح الشديد؟,دموع
ذ,أشياء من الماضي لا تلمسها بيدك ولكن تشعر بها وتبكيك أحياناً؟,ذكريات
ذ,معدن نفيس يختبر بالنار ولا يصدأ أو يتغير لونه تحت التراب؟,ذهب
ذ,حيوان يعوي في الليل ويصطاد في قطعان ويضرب به المثل في الغدر؟,ذئب
ذ,حشرة صغيرة تطير وتزعج الناس وتنقل الأمراض وذكرت في تحدٍ قرآني؟,ذبابة
ذ,أصغر جزء في المادة وإذا انشطرت ولدت طاقة هائلة تمحو مدناً؟,ذرة
ذ,شيء يمتلكه الكلب والقطة للتوازن ويفقده الإنسان في مراحل نموه؟,ذيل
ذ,جزء بارز أسفل الوجه ينبت فيه الشعر للرجال ويمسك للتركيز؟,ذقن
ذ,القدرة العقلية الفائقة والفطرية على الاستيعاب وحل المشكلات بسرعة؟,ذكاء
ذ,النبات الأصفر ذو الحبوب المتراصة الذي يستخرج منه الفشار اللذيذ؟,ذرة
ذ,الاحساس بالرعب الشديد والفزع المفاجئ الذي يشل الحركة يسمى؟,ذعر
ر,يصرخ بقوة في السماء ولا حنجرة له ويأتي دائماً بعد وميض النور؟,رعد
ر,تنقل الكلمات والمشاعر دون أن تنطق بحرف وكانت تنقل بالحمام؟,رسالة
ر,عضو إسفنجي في صدرك يمتلئ بالهواء ليفلتر الأكسجين ويمنحك الحياة؟,رئة
ر,ما يتبقى من الأشياء والمواد بعد أن تأكلها النيران وتحولها لتراب؟,رماد
ر,يتحدث لغات العالم ويغني لك ولا يمتلك فماً ولا روحاً فما هو؟,راديو
ر,فاكهة ذكرت في القرآن بذورها كالياقوت الأحمر وتلبس تاجاً على رأسها؟,رمان
ر,شعيرات صغيرة تقف كحراس على أبواب العين لتحميها من الأوساخ؟,رمش
ر,المادة الذهبية والناعمة التي تغطي الصحاري الشاسعة وشواطئ البحار؟,رمل
ر,طائر يغطي جسده شيء ناعم وملون وخفيف يساعده على الطيران والتحليق؟,ريش
ر,مفصل قوي ودائري يربط بين الفخذ والساق في قدم الإنسان فما هو؟,ركبة
ز,حيوان صوته لا يُسمع ورقبته تصل لأعالي الشجر وتنام عيونه دقائق؟,زرافة
ز,يصنع من الرمل ويشف عما بداخله وإذا سقط تحطم لقطع حادة وخطيرة؟,زجاج
ز,غضب الأرض الذي يهز الجبال ويسقط المباني العالية دون سابق إنذار؟,زلزال
ز,المعدن العجيب والوحيد الذي يكون في حالة سائلة ويستخدم في موازين الحرارة؟,زئبق
ز,شجرة أقسم الله بها في كتابه زيتها مضيء وصحي وثمرها مفيد؟,زيتون
ز,ضيف ثقيل يزورك في الشتاء يسد أنفك ويجعلك تعطس وترتجف؟,زكام
ز,حجر كريم لونه أخضر ساحر وعميق كان يفضله الفراعنة والملوك؟,زمرد
ز,شيء صغير جداً تخيطه في القمصان لتربط أطرافها وتغلقها ببعض؟,زر
ز,الممر الضيق جداً والداخلي بين البيوت القديمة والمتقاربة يسمى؟,زقاق
ز,نبات عشبي عطري يخلط بالسمسم والزيت ويؤكل كفطور شهير في الشام؟,زعتر
س,شيء إذا احتفظت به كان لك وحدك وإذا شاركته مع غيرك فقدته للأبد؟,سر
س,تمتلك عقارب ولا تلسع وتمتلك أرقاماً ولا تحسب فما هي؟,ساعة
س,تراه من بعيد في الصحراء كأنه بحر متلألئ وإذا اقتربت منه اختفى؟,سراب
س,سلاح أبيض قاطع ولامع له أسماء كثيرة عند العرب كالمهند والفيصل؟,سيف
س,جبال بيضاء معلقة في السماء تحمل الماء ولا تسقط إلا بأمر ربها؟,سحاب
س,شيء يصعد وينزل ويأخذك للأعلى دون أن يتحرك خطوة واحدة من مكانه؟,سلم
س,كائن يحمل منزله فوق ظهره وعمره قد يتجاوز مائة عام ومشهور بالبطء؟,سلحفاة
س,وحش مائي مفترس يمتلك فكاً مرعباً وحاسة شم قوية جداً لقطرات الدم؟,سمك القرش
س,مكان مظلم ومغلق يقضي فيه المذنبون والمخالفون للقانون عقوبتهم؟,سجن
س,قطعة أثاث مريحة نلجأ إليها كل ليلة بعد التعب لنغط في نوم عميق؟,سرير
ش,شيء يراقبك طوال النهار ويختفي في الليل وبدونه تتجمد كوكب الأرض؟,شمس
ش,شيء كلما طال عمره قصر طوله ويبكي ويذوب لكي يضيء للآخرين؟,شمعة
ش,معركة صامتة بين جيشين تنتهي بموت الملك دون إراقة قطرة دم واحدة؟,شطرنج
ش,شيء مليء بالثقوب والفراغات ولكنه يستطيع اصطياد الأسماك والاحتفاظ بها؟,شبكة
ش,تمتلك جذوراً ولا تأكل وتمتلك فروعاً ولا تعانق وتتعرى ملابسها في الخريف؟,شجرة
ش,أديب إنجليزي عظيم كتب روميو وجولييت ولا زالت مسرحياته حية؟,شكسبير
ش,أوراق مجففة إذا وضعتها في الماء المغلي غيرت لونه ومزاجه ومزاجك؟,شاي
ش,الجزء اللحمي البارز والخارجي الذي يحيط بالفم ويغطي الأسنان؟,شفة
ش,الوعاء الدموي النابض والسميك الذي ينقل الدم النقي من القلب للجسم؟,شريان
ش,نصف المباراة في رياضة كرة القدم ومدته 45 دقيقة كاملة يسمى؟,شوط
ص,يتحدث بلا فم ويسمع بلا أذن ويرد عليك بما تقوله بالضبط في الجبال؟,صدى
ص,طائر جارح مهيب يتميز بحدة البصر الفائقة والانقضاض السريع على فريسته؟,صقر
ص,شيء غريب إذا نطقت باسمه وتحدثت كسرته وأنهيت وجوده في المكان؟,صمت
ص,شيء يخشاه الرجال يبدأ بتساقط خفي وينتهي بساحة لامعة فوق الرأس؟,صلع
ص,شيء يقل حجمه كلما نظف غيره من الأوساخ وينتج فقاعات طائرة؟,صابون
ص,يمكنك وضع أموالك فيه لحفظها وإذا فقدت مفتاحه أصبح بلا فائدة مؤقتاً؟,صندوق
ص,بحر من الرمال بلا قطرة ماء تعيش فيه الجمال والصبار والنباتات الشوكية؟,صحراء
ص,الجزء الأمامي من جذع الإنسان والذي يحوي داخله القلب والرئتين؟,صدر
ص,كتلة حجرية صلبة وقاسية من قشرة الأرض تتشكل بفعل العوامل الطبيعية؟,صخرة
ص,الشهر الذي يمتنع فيه المسلمون إرادياً عن الطعام والشراب من الفجر للمغرب؟,صيام
ض,أسرع مسافر في الكون يقطع ملايين الكيلومترات في ثوانٍ معدودة ليصل لعينك؟,ضوء
ض,كائن برمائي يتنفس من جلده ويبدأ حياته في الماء كسمكة صغيرة تسمى شرغوف؟,ضفدع
ض,حيوان بري قبيح المنظر يصدر صوتاً يشبه الضحك الماكر ويأكل الجيف؟,ضبع
ض,جندي صلب وعريض في نهاية فمك مهمته طحن الطعام القاسي قبل بلعه؟,ضرس
ض,غيوم بيضاء هبطت من السماء لتمشي على الأرض وتخفي معالم الطريق؟,ضباب
ض,عهد وورقة يعطيها لك البائع لتطمئن أن سلعتك ستعمل وإلا سيتم استبدالها؟,ضمان
ض,شخص يطرق بابك تكرمه في اليوم الأول والثاني وتمل منه في الثالث؟,ضيف
ض,ركلة عقابية ومباشرة تنفذ من نقطة تبعد 11 متراً عن المرمى في كرة القدم؟,ضربة جزاء
ض,طريقة لجدل وربط خصلات الشعر الطويلة للبنات لتجميلها وترتيبها؟,ضفيرة
ض,جانبا النهر أو الوادي اللذان يحصران المياه المتدفقة بينهما يطلق عليهما؟,ضفاف
ط,طائر معدني عملاق يشرب الوقود ويحلق فوق السحاب ويحمل المئات في بطنه؟,طائرة
ط,طائر مغرور يلبس تاجاً ويفرد ذيلاً كالمروحة بألوان ساحرة تخطف الأبصار؟,طاووس
ط,شخص يدرس لسنوات طويلة في الجامعة ليتعلم كيف يداوي جراح الناس؟,طبيب
ط,تمتلك أربع أرجل ولكنها لا تستطيع المشي ونجلس حولها لتناول الطعام؟,طاولة
ط,مزيج من تراب وماء خُلق منه الإنسان الأول ويصنع منه الفخار والأواني؟,طين
ط,مرض مميت وبكتيري اجتاح العالم في العصور الوسطى وأطلق عليه الموت الأسود؟,طاعون
ط,أصابع بيضاء وملونة تأكل نفسها لتترك وراءها العلم والمعرفة على السبورة قديماً؟,طباشير
ط,الآلة الموسيقية الإيقاعية والمجوفة التي نضرب عليها بالعصي لإصدار الصوت؟,طبل
ط,النبات الأحمر الذي يضاف للسلطات بكثرة ويعتبر علمياً من فصيلة الفواكه؟,طماطم
ط,بطاقة حمراء يرفعها الحكم بوجه اللاعب لإنهاء تواجده في الملعب تعني؟,طرد
ظ,يرافقك في النور ويتركك في الظلام وكلما كانت الشمس منخفضة أصبح هو أطول؟,ظل
ظ,صندوق ورقي صغير يبتلع الرسائل والأسرار ويحفظها حتى تصل لصاحبها؟,ظرف
ظ,شيء كلما زاد في الغرفة قلّت قدرتك على الرؤية ولا يُطرد إلا بوجود النور؟,ظلام
ظ,حيوان رشيق وجميل جداً له قرون جذابة تغنى به الشعراء العرب كثيراً بجمال عينيه؟,ظبي
ظ,درع صلب خلقه الله لحماية أطراف أصابعك ويطول باستمرار وتحتاج لقصه بانتظام؟,ظفر
ظ,حدث فلكي أو طبيعي غريب وغير معتاد ككسوف الشمس أو الشفق القطبي ويسمى؟,ظاهرة
ظ,شخص يأخذ حقوق غيره بالقوة ولا يعدل ودعوة المظلوم عليه ليس بينها وبين الله حجاب؟,ظالم
ظ,الجزء الخلفي من جسم الإنسان الممتد من أسفل العنق إلى الخصر ويحتوي العمود الفقري؟,ظهر
ظ,الشعور القاسي والشديد بالحاجة لشرب الماء وجفاف الحلق بعد العطش الطويل يسمى؟,ظمأ
ظ,وقت منتصف النهار واشتداد حرارة الشمس العمودية وتوسطها في كبد السماء يسمى وقت الـ؟,ظهيرة
ع,مهندس بارع ينسج بيتاً هندسياً لاصطياد فرائسه وضرب به المثل القرآني في وهن البيوت؟,عنكبوت
ع,نافذة الروح تراقب العالم وتبكي عندما يحزن القلب وتنام عندما تتعب وتغمض جفونها؟,عين
ع,حشرة سامة وخطيرة جداً تحمل سلاحها القاتل في ذيلها المرفوع وتعيش في الصحاري؟,عقرب
ع,كنز الإنسان الذي يميزه عن الحيوانات والجمادات مكانه في الرأس ولا يمكن رؤيته بالعين؟,عقل
ع,اختراع دائري وبسيط غير مجرى التاريخ البشري وسهل وسائل النقل والصناعة بشكل هائل؟,عجلة
ع,سائل حلو المذاق وشفاء للناس تنتجه النحلة المجتهدة من امتصاص رحيق الأزهار؟,عسل
ع,طائر صغير الحجم يغرد بصوت جميل ويبني عشه الصغير والمتقن على أغصان الأشجار؟,عصفور
ع,الجزء الصلب الداخلي الأبيض الذي يشكل هيكل جسم الإنسان والحيوان ويدعمه للحركة؟,عظم
ع,سائل ذو رائحة طيبة وجميلة يستخرج من الزهور والمواد العضوية ليستخدم للتعطر والتجمل؟,عطر
ع,آلة موسيقية وترية شرقية شهيرة تصنع من الخشب وتشبه ثمرة الكمثرى في شكلها؟,عود
غ,شيء لا يأتيك أبداً لأنك كلما وصلته وتجاوزت الليل أصبح اسمه اليوم فما هو؟,غد
غ,قطع قطنية بيضاء أو رمادية تسبح في السماء لتحجب الشمس وتحمل الخير والماء للأرض؟,غيوم
غ,مدينة الأشجار الكثيفة والحيوانات البرية المتنوعة وتعتبر رئة كوكب الأرض لإنتاجها الأكسجين؟,غابة
غ,سفينة حديدية وعسكرية عملاقة تتنفس تحت الماء وتغوص في أعماق المحيطات بمهارة وتخفي؟,غواصة
غ,حيوان بري سريع ورشيق جداً عيونه الواسعة مضرب للمثل في الجمال عند الشعراء العرب؟,غزال
غ,طائر أسود اللون ذكي جداً بعثه الله ليعلم الإنسان الأول (قابيل) كيف يواري ويدفن موتاه؟,غراب
غ,مساحة مغلقة لها أربعة جدران وسقف وتعتبر مكانك الآمن والخاص للراحة والنوم في المنزل؟,غرفة
غ,النزول والسباحة وحبس الأنفاس تحت سطح الماء للبحث عن اللؤلؤ أو الاستكشاف أو الترفيه؟,غوص
غ,الشيء الصلب أو البلاستيكي الذي يوضع فوق الأوعية والأشياء لحمايتها أو إغلاقها بإحكام تام؟,غطاء
غ,انفعال شديد وحالة نفسية سلبية ناتجة عن الانزعاج أو التعرض للأذى ويؤدي لسرعة دقات القلب؟,غضب
ف,له أجنحة كثيرة ولكنه لا يطير أبداً ويستقبل المسافرين للراحة والنوم بمقابل مادي؟,فندق
ف,تجويف يحوي جنوداً بيضاً (الأسنان) وسجاداً أحمراً (اللسان) ولا يغلق عند التحدث؟,فم
ف,حشرة بديعة الألوان بدأت حياتها كدودة زاحفة لتنتهي بأجنحة ساحرة تتنقل بين الأزهار؟,فراشة
ف,محيط مظلم ولا نهائي لا ينتقل فيه الصوت أبداً وتسبح فيه الكواكب والمجرات بلا توقف؟,فضاء
ف,أضخم حيوان يعيش على اليابسة حالياً يمتلك خرطوماً طويلاً كاليد وأنياباً من عاج ثمين؟,فيل
ف,حجر أسود ومسامي يستخرج من باطن الأرض أشعل الثورة الصناعية ويستخدم للشواء والتدفئة؟,فحم
ف,أداة حديدية قديمة وقوية لها مقبض خشبي أسقطت الغابات وقطعت أصلب جذوع الأشجار؟,فأس
ف,حيوان مفترس منقّط من فصيلة القطط يعتبر أسرع حيوان بري يركض على وجه كوكب الأرض؟,فهد
ف,الفاكهة الحمراء الصغيرة واللذيذة جداً التي تقع بذورها بشكل غريب على قشرتها الخارجية؟,فراولة
